28/03/2025,,29/03/2025,,30/03/2025,,12/04/2025,,13/04/2025,,14/04/2025,
9337814,9,7050305,10,3787124,10,9572832,10,7691841,10,5746322,9
11416127,9,8916696,10,10890398,10,3021019,10,11789463,10,7776442,9
8598248,9,5731595,10,3298519,10,3140980,10,8697198,10,5098447,9
4909228,9,8122172,10,2659914,10,11115786,10,10304752,9,10761272,9
8050430,9,5532469,10,8978410,10,3222441,10,2727508,9,5731595,9
9041779,9,11354637,10,8978243,10,6786900,9,6992250,9,4358061,9
2920009,9,3534200,10,8177571,10,311050,9,2722614,9,11208772,9
8791703,9,9231477,10,10573102,10,7640707,9,3739982,9,11138163,9
9456147,9,6042868,10,10653997,10,3782793,9,4014754,9,3426245,9
9674076,9,5670197,10,7147229,10,5835644,9,3868851,9,9280437,9
7390090,9,2954837,10,10139962,10,11337438,9,4734334,9,5938656,9
5370287,9,7958716,10,3348153,10,4171693,9,7029632,9,8662746,9
5857036,9,9172705,10,9572832,10,2098605,9,7028938,9,11082061,9
4361741,9,5577816,9,11359440,10,3398534,9,4281325,9,6125600,9
7118482,9,7826508,9,9955881,10,7757562,9,11553118,9,3091811,9
10077766,9,5333240,9,2685490,10,3932332,9,2388607,9,9035763,9
10514499,9,2569252,9,11916690,9,3041996,9,11223923,9,6309043,8
2515156,9,11337438,9,11193461,9,5662295,9,3010170,9,7135655,8
10313516,9,10800335,9,11423043,9,7934388,9,3059962,9,6930826,8
6620067,9,6183436,9,7401868,9,3632925,9,2872180,9,311050,8
11937526,9,4699407,9,4387757,9,5131074,9,11286677,9,2326851,8
11855008,9,10502178,9,2098605,9,10407017,9,2706267,9,3782793,8
10960804,9,6083560,9,7186812,9,7133536,9,11659146,9,2598096,8
8544498,9,3396571,9,6183436,9,9185359,9,8697581,9,11638965,8
2526342,9,4085592,9,2299472,9,11045603,9,6222383,9,6876918,8
4230596,9,3553228,9,8011065,9,11473116,9,9142639,9,10817833,8
5443029,9,10246163,9,6766144,9,7594422,9,4361741,9,6508785,8
11248356,9,9170488,9,2070219,9,6603178,9,9185359,9,8870182,8
5234617,9,2457161,9,10979030,9,2042043,9,10077766,9,6455186,8
7677802,9,4947390,9,7907307,9,10313516,9,10088190,9,7813356,8
10916070,9,2920009,9,10691989,9,5102202,9,10752717,9,4581440,8
10682814,9,4779774,9,7464245,9,3129244,9,11157102,9,4237658,8
2399183,9,7906307,9,5633541,9,10838979,9,3149852,9,9765927,8
6123789,9,10633264,9,7045422,9,11646066,9,2562683,9,516748,8
3120751,9,7195164,9,10633264,9,4621844,9,4673370,9,11060789,8
11817641,9,7557717,9,4394610,9,4283431,9,8329185,9,10056532,8
9955881,9,9408137,9,7165209,9,7632450,9,5162761,9,11909508,8
11101298,9,8306558,9,4155921,9,8241204,9,10020674,9,6499828,8
8698516,9,10514499,9,2716975,9,6524664,9,9605763,9,3546458,8
11754940,9,6558370,9,8241028,9,2405304,9,3570553,9,8575334,8
6387773,8,8812524,9,10658951,9,5098447,9,6914311,9,10691989,8
6856367,8,3420948,9,9480778,9,2399183,9,5746322,9,6141586,8
3045152,8,8535359,9,6131242,9,6123789,9,5778219,9,7194470,8
6392629,8,8978410,9,5055090,9,10498555,9,7689769,9,5615418,8
3324532,8,5199975,9,9948049,9,2104581,9,10324497,9,6059887,8
6336576,8,7950486,9,6771928,9,9849049,9,11172268,9,6048908,8
4964373,8,11952271,9,6637598,9,9809705,9,9597452,9,5296528,8
3105982,8,6931678,9,7629234,9,10711627,9,4162263,9,8981951,8
3561866,8,6637598,9,4535019,9,5877696,9,11392117,9,8697581,8
5145381,8,9606605,9,5731595,9,7633603,9,4776402,9,10695907,8
11289192,8,10450232,9,2859308,9,2488930,9,3974791,9,4539249,8
10376571,8,6331076,9,10141986,9,9171816,9,10894732,9,5823142,8
10502178,8,5234617,9,10587531,9,6203426,9,11115786,9,6457638,8
2490595,8,6704645,9,7379492,9,3173164,9,2538863,9,6446474,8
9951474,8,4252770,9,2880514,9,7629513,9,7571153,9,3204460,8
9282954,8,3749989,9,4776402,9,5084199,9,10929716,9,6782696,8
7546507,8,7920101,9,11082061,9,5621462,9,6117096,8,2111851,8
6183613,8,11865251,9,2001248,9,4559392,9,3045152,8,10131650,8
4407544,8,7416075,9,7952938,9,4212252,9,4186114,8,11508450,8
8242849,8,5758937,9,8303987,9,7161937,9,6930826,8,9621495,8
4521320,8,10683249,9,11333562,9,8435957,8,6385323,8,5482499,8
6499828,8,7379492,9,9172705,9,6995243,8,8435957,8,3065377,8
10720484,8,6845869,9,5520116,8,8659017,8,6099635,8,5258879,8
9902193,8,2547241,9,311050,8,6122694,8,11193466,8,5104284,8
7492292,8,11115786,9,3782793,8,11878787,8,11575400,8,4614734,8
6718085,8,11827463,9,11833671,8,9500201,8,9391696,8,3664284,8
7913407,8,5509252,8,11177832,8,4014754,8,9367557,8,9623792,8
9753479,8,10839340,8,7826508,8,10417713,8,2588512,8,10796577,8
8376288,8,3710798,8,10163162,8,3560357,8,10429329,8,8978243,8
3741514,8,11172099,8,7405989,8,7813356,8,8719680,8,4230596,8
10531522,8,7294228,8,4964373,8,4017577,8,10126750,8,6377104,8
9142639,8,3445972,8,3560357,8,9259309,8,7582401,8,5273038,8
10890398,8,2672810,8,2235300,8,5917904,8,5251652,8,6286341,8
5215751,8,4964373,8,10593099,8,10267134,8,8843486,8,11419514,8
9527214,8,8309151,8,5396850,8,6083560,8,3398534,8,4611681,8
2111851,8,7846052,8,10403212,8,6668713,8,4285894,8,6696999,8
5489480,8,8729057,8,5251652,8,8640256,8,9255915,8,4957852,8
3567290,8,6606817,8,5448014,8,7546507,8,9783570,8,6830608,8
10838979,8,5448014,8,2177493,8,8659739,8,11474309,8,6123789,8
6220241,8,7304955,8,4780327,8,11416127,8,7546507,8,10679547,8
11653165,8,3007918,8,10590675,8,11076538,8,8352065,8,11288599,8
5771389,8,11497783,8,3850686,8,3010170,8,8733675,8,10718494,8
4614734,8,7785792,8,5078999,8,9264397,8,11497984,8,11670714,8
6881426,8,8774128,8,9306809,8,9926057,8,4085592,8,9544592,8
5055090,8,6211237,8,7836933,8,10778552,8,8575334,8,3049986,8
10432200,8,8352065,8,8575334,8,10821827,8,10720484,8,8054238,8
2389307,8,9337814,8,9752452,8,5597078,8,3805848,8,5864497,8
3947417,8,5353908,8,3805848,8,10911899,8,2059564,8,7161937,8
4396600,8,9959955,8,6301828,8,4584667,8,9279817,8,9735777,8
8334693,8,8932920,8,2042796,8,5615418,8,5832892,8,6036559,8
5777518,8,7464245,8,6616265,8,11802644,8,10911899,8,11333562,8
9203947,8,11000220,8,9674076,8,3787124,8,7033066,8,9974526,7
3441278,8,2059564,8,3021894,8,8697581,8,10512299,8,2101293,7
2713281,8,11598557,8,2948515,8,10695907,8,7906307,8,3037288,7
5850624,8,7029838,8,3322753,8,9142639,8,7114575,8,7221219,7
5876253,8,2144902,8,10032278,8,4525599,8,3669697,8,8435957,7
6154357,8,6496037,8,9231544,8,3971135,8,9613325,8,11177832,7
11004393,8,9674076,8,5215751,8,6782696,8,7183570,8,9479395,7
11914322,8,8697581,8,2152382,8,5642107,8,3787124,8,3859415,7
10982194,8,3719214,8,9408137,8,8178283,8,7224212,8,5299728,7
3827026,8,9239546,8,10313516,8,3184730,8,9886311,8,8659017,7
2556726,8,10236448,8,11707292,8,2659914,8,11220243,8,7474437,7
9572832,8,11473116,8,9661567,8,8906852,8,4811682,8,7724627,7
2954837,8,2152382,8,9511300,8,6091254,8,7835503,8,3308092,7
9021999,8,11123457,8,9556271,8,7799584,8,5055654,8,10909342,7
10639735,8,10313516,8,6955609,8,4678824,8,8306558,8,11836847,7
7955764,8,2716975,8,7735229,8,2716975,8,5961804,8,6862952,7
3104584,8,10701034,8,11324573,8,8535359,8,3047809,8,8727279,7
11333562,8,8321791,8,3664284,8,4155134,8,9390872,8,7074861,7
4458703,8,6673236,8,5405641,8,8978410,8,10838979,8,8376920,7
9349676,7,11653165,8,5890498,8,5001313,8,4362526,8,4706170,7
8325332,7,2373336,8,7632450,8,4614734,8,11675050,8,9989267,7
3351877,7,4064265,8,10069903,8,3356421,8,8978410,8,8875303,7
4235536,7,3356421,8,7798980,8,9783208,8,3169111,8,9977115,7
11193466,7,11239281,8,7689769,8,11263952,8,5404245,8,3993201,7
9257271,7,5055090,8,2405304,8,5055090,8,4621844,8,10206353,7
3445972,7,7916915,8,11034148,8,10629541,8,9974074,8,7757562,7
7405989,7,11103166,8,4358061,8,5774126,8,3664284,8,10643442,7
3779136,7,10290995,8,4844266,8,9623792,8,8322649,8,3631854,7
8069276,7,4050975,8,9742427,8,8916696,8,10439053,8,8795091,7
10131051,7,7946301,8,4293630,8,7776442,8,2764427,8,4940020,7
4581440,7,10069903,8,7917783,8,5778219,8,11810585,8,11474309,7
4309777,7,3947417,8,8782524,8,10324497,8,6031643,8,7546507,7
11973066,7,10973823,8,3974791,8,2631221,8,8382765,8,4143016,7
8795091,7,11248356,8,11817641,8,6704645,8,9663548,8,3293743,7
4940020,7,2631221,8,5084199,8,5064187,8,4495748,8,2052361,7
9747225,7,3124307,8,7091470,8,11172268,8,7677802,8,11435543,7
11909508,7,4900524,8,10843385,8,4844266,8,3281691,8,7081566,7
2258780,7,6861711,8,3672435,8,10526456,8,5731595,8,2568674,7
5686992,7,9742427,8,2547241,8,5992755,8,5532469,8,5469609,7
8733675,7,10102555,8,7924531,8,8194525,8,4611681,8,11290490,7
11214628,7,3892253,8,4794032,8,4732842,8,8673194,8,10620103,7
11913910,7,11793516,8,3045152,7,11174699,8,8408237,8,2059564,7
7389289,7,9507631,8,5577816,7,7415391,8,4503217,8,6219529,7
9992545,7,11527096,8,4235536,7,2889975,8,5786217,8,3800070,7
8774885,7,2040619,8,4430496,7,6651781,8,11138163,8,8115201,7
2704622,7,4498151,8,7193306,7,9551730,8,11012751,8,5877767,7
5537555,7,7561514,8,3664476,7,7008239,8,6203426,8,6561449,7
8322005,7,6632712,8,5886286,7,3120751,8,8887000,8,9892609,7
8172528,7,11270700,8,6644217,7,11817641,8,8662746,8,6963949,7
3059962,7,10465177,8,8362138,7,8662746,8,4867294,8,3365887,7
11169005,7,10982194,8,8093362,7,3869882,8,7409780,8,9674076,7
7163962,7,9544592,8,4702326,7,7126833,8,5189794,8,3021894,7
9958499,7,3263079,8,11575400,7,2715913,8,2868770,8,11659146,7
3892321,7,6528545,8,7089044,7,11827463,8,4590598,8,3048089,7
2059564,7,4326465,8,11577442,7,3091811,8,3679262,8,2541443,7
2457161,7,11381600,8,6862952,7,11986476,7,8877060,7,7847235,7
9692851,7,8698516,8,9467532,7,4480982,7,9974526,7,7224212,7
10911899,7,10639735,8,3384045,7,7529902,7,9833624,7,6908008,7
5342690,7,3091811,8,7029632,7,7324725,7,8238555,7,10886740,7
4544393,7,8274858,8,7028938,7,7289711,7,11177832,7,5055654,7
7906307,7,2385776,7,2481062,7,6789578,7,9940516,7,6603178,7
9616610,7,6786900,7,6208449,7,4035741,7,2576578,7,3184730,7
8968358,7,10005304,7,2192611,7,9913640,7,6995243,7,6824019,7
4488207,7,9753674,7,7304955,7,8727279,7,5333240,7,5489480,7
2469938,7,3293825,7,3752149,7,6982248,7,10758885,7,8106757,7
10806249,7,7193306,7,8122407,7,11305812,7,6810451,7,7905597,7
9195891,7,6829872,7,7524840,7,11566525,7,3779136,7,4711734,7
8056874,7,5886286,7,7292002,7,4281325,7,10817833,7,9390872,7
9239546,7,3324532,7,10056532,7,4773437,7,10285323,7,11896493,7
5823142,7,6995243,7,9747225,7,4585712,7,10519837,7,10390264,7
11045603,7,4976611,7,5403720,7,9977115,7,5368285,7,6756025,7
9965940,7,3763399,7,11781566,7,3732724,7,11077595,7,3169111,7
11494748,7,7529902,7,8238332,7,3893265,7,7727148,7,5808472,7
10032278,7,10909342,7,6499828,7,10793661,7,8870182,7,11320210,7
7142165,7,6992250,7,5353908,7,10502178,7,9392894,7,8023170,7
5397076,7,8344473,7,7063262,7,3926415,7,11289192,7,9176521,7
4480306,7,7851798,7,7065676,7,4586429,7,3885782,7,6061587,7
7753093,7,5788577,7,5537555,7,516748,7,11032587,7,3660864,7
7020567,7,6862952,7,8322005,7,9282954,7,11826381,7,5001313,7
10701034,7,3560357,7,10620103,7,4839575,7,2297655,7,11855008,7
3420948,7,2051026,7,7492292,7,4688005,7,2198276,7,9160295,7
4155134,7,9449104,7,8880816,7,11497984,7,11621564,7,6881426,7
2373336,7,8902429,7,10778552,7,6499828,7,8122407,7,6070048,7
9949611,7,2481062,7,4245331,7,3342510,7,10643442,7,8232699,7
6008874,7,7813356,7,2920009,7,3029002,7,4295492,7,11654410,7
7232414,7,5251652,7,4584667,7,7194816,7,9324545,7,3963088,7
2818389,7,9586845,7,9616610,7,10691989,7,11909508,7,9547784,7
11646066,7,7531469,7,10854240,7,10957808,7,6548176,7,10306708,7
5969428,7,6806163,7,10731766,7,4684326,7,2430526,7,3001983,7
4783647,7,11137761,7,6735558,7,8322005,7,10416220,7,9203947,7
7818742,7,2212487,7,5266245,7,8384761,7,5796251,7,4215415,7
10551397,7,10056532,7,3669697,7,10620103,7,9337814,7,5203272,7
7735229,7,3427459,7,8697581,7,5087301,7,4942719,7,10231082,7
6880886,7,5403720,7,9142639,7,7492292,7,7904228,7,2631221,7
6619163,7,10859348,7,10425800,7,11620308,7,7836933,7,2138073,7
6117784,7,7546507,7,7390090,7,11050788,7,5373031,7,4692727,7
10629541,7,7717344,7,2061857,7,6219529,7,10691989,7,11172268,7
3182568,7,9974457,7,9749854,7,5832892,7,8384761,7,10682814,7
6768750,7,2430526,7,11271391,7,8494010,7,2072340,7,3749989,7
8390117,7,9283357,7,8253404,7,7814027,7,7492292,7,6647752,7
8978243,7,3850686,7,6240576,7,11334056,7,10778552,7,10706457,7
6637598,7,8733675,7,2111718,7,3801707,7,7163962,7,4793400,7
8177571,7,11214628,7,5811549,7,7087677,7,6826939,7,10937434,7
6377104,7,6499828,7,8452041,7,10132060,7,3246236,7,7703772,7
4001795,7,10691989,7,5288385,7,8727462,7,9692851,7,2186881,7
4535019,7,2388607,7,3449401,7,7902752,7,9116752,7,2880514,7
5273038,7,10836572,7,8906852,7,7217010,7,3673207,7,11392117,7
3822274,7,8322005,7,6009158,7,9674076,7,3285968,7,8310492,7
2994674,7,2126552,7,11435014,7,8651516,7,7045422,7,3173164,7
10761272,7,8370193,7,4711734,7,5857036,7,7087677,7,11101298,7
8835659,7,9041779,7,6119057,7,3322753,7,8468550,7,2001248,7
8280627,7,6563419,7,3129244,7,7920001,7,3365887,7,8012550,7
4438129,7,9164019,7,10838979,7,2850059,7,2816773,7,7900367,7
4358061,7,9988734,7,6831099,7,10279081,7,10695907,7,5826316,7
11737236,7,7864734,7,9679429,7,10032278,7,8217342,7,8896487,7
4844266,7,3741514,7,11494264,7,2013509,7,9141227,7,7955764,7
6185936,7,11795766,7,8972214,7,2274893,7,5823142,7,9112093,6
6830608,7,3669697,7,3100954,7,8897640,7,9920249,7,8325332,6
10244576,7,5361236,7,2431022,7,10077766,7,4816417,7,6077446,6
3851055,7,7994704,7,10984355,7,2111851,7,2252959,7,4430496,6
11281335,7,10531522,7,9075430,7,5489480,7,8864884,7,10304752,6
9992234,7,9230153,7,8690475,7,7358518,7,6240576,7,8873516,6
2859308,7,4426137,7,5179193,7,6207094,7,6388668,7,11087538,6
3215520,7,10390257,7,3356421,7,6678821,7,11033498,7,3518643,6
11527096,7,3322753,7,9406928,7,10701034,7,6782696,7,10015587,6
4239307,7,5733690,7,8322649,7,9679429,7,5642107,7,9539920,6
7703772,7,3350717,7,2389307,7,9556271,7,7594422,7,11575400,6
5972902,7,4816417,7,2764427,7,5753000,7,2042043,7,2653411,6
11670714,7,11045603,7,7050305,7,8636749,7,10860875,7,6992250,6
2186881,7,9819044,7,8232699,7,6008874,7,6139126,7,2588512,6
4923785,7,7835503,7,5778219,7,7950486,7,8906852,7,7667634,6
7608080,7,5319198,7,3837878,7,4962900,7,3836463,7,7851798,6
8344041,7,11199306,7,11760876,7,6881426,7,6091254,7,11077595,6
6125600,7,4480306,7,9241660,7,6619163,7,6962059,7,5907977,6
5189660,7,7628651,7,9362080,7,10960804,7,5773639,7,2253471,6
5826316,7,8906852,7,3476153,7,3664284,7,4155134,7,10678364,6
11767290,7,5819884,7,7330150,7,7916915,7,5753000,7,7727148,6
7958716,7,8896295,7,9663548,7,10432200,7,2373336,7,9449104,6
3091811,7,4155921,7,10327573,7,5708022,7,9056583,7,7029632,6
4015690,7,5577530,7,5234617,7,11379136,7,11871028,7,5762876,6
3441399,6,10269399,7,6252370,7,8289809,7,11668907,7,2481062,6
8303542,6,11841896,7,5669312,7,8232699,7,6699870,7,5554709,6
7474281,6,7119505,7,4520211,7,3217143,7,3305535,7,8674385,6
4249750,6,8971917,7,4503217,7,11739689,7,5625526,7,11032587,6
11986476,6,11668907,7,3036483,7,8382765,7,5001313,7,6197507,6
4297312,6,4916751,7,6123789,7,10231082,7,11855008,7,2878298,6
10046852,6,9590711,7,6926408,7,4552386,7,5003128,7,7582401,6
7640707,6,3823448,7,8194525,7,7336914,7,4614734,7,8853257,6
7193306,6,8959064,7,11174699,7,10761272,7,9480778,7,6065925,6
5886286,6,10605417,7,11539242,7,11405044,7,11033487,7,4838194,6
2826609,6,3664284,7,9608244,7,7904199,7,5055090,7,3732724,6
6029685,6,10629541,7,3985183,7,2608952,7,10629541,7,2297655,6
5299728,6,8322649,7,5877696,7,6926408,7,5441170,7,9255915,6
5333240,6,10962279,7,2120547,7,10673322,7,2526342,7,4022306,6
5476549,6,9948049,7,6291380,7,7013341,7,5890498,7,3926415,6
5866998,6,4608108,7,6845869,7,6821628,7,4230596,7,9783570,6
